icd,description,version,,
011.45,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
011.46,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
114.9,"Coccidioidomycosis, unspecified",9,,
011.50,"Tuberculous bronchiectasis, unspecified",9,,
011.51,"Tuberculous bronchiectasis, bacteriological or histological examination not done",9,,
011.52,"Tuberculous bronchiectasis, bacteriological or histological examination unknown (at present)",9,,
011.53,"Tuberculous bronchiectasis, tubercle bacilli found (in sputum) by microscopy",9,,
011.54,"Tuberculous bronchiectasis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9,,
011.55,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
011.56,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
116.0,Blastomycosis,9,,
011.60,"Tuberculous pneumonia [any form], unspecified",9,,
116.1,Paracoccidioidomycosis,9,,
011.61,"Tuberculous pneumonia [any form], bacteriological or histological examination not done",9,,
116.2,Lobomycosis,9,,
011.62,"Tuberculous pneumonia [any form], bacteriological or histological examination unknown (at present)",9,,
011.63,"Tuberculous pneumonia [any form], tubercle bacilli found (in sputum) by microscopy",9,,
011.64,"Tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9,,
011.65,"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
011.66,"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
117.0,Rhinosporidiosis,9,,
011.70,"Tuberculous pneumothorax, unspecified",9,,
117.1,Sporotrichosis,9,,
011.71,"Tuberculous pneumothorax, bacteriological or histological examination not done",9,,
117.2,Chromoblastomycosis,9,,
011.72,"Tuberculous pneumothorax, bacteriological or histological examination unknown (at present)",9,,
117.3,Aspergillosis,9,,
011.73,"Tuberculous pneumothorax, tubercle bacilli found (in sputum) by microscopy",9,,
117.4,Mycotic mycetomas,9,,
011.74,"Tuberculous pneumothorax, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9,,
117.5,Cryptococcosis,9,,
011.75,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
117.6,Allescheriosis [Petriellidosis],9,,
011.76,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
117.7,Zygomycosis [Phycomycosis or Mucormycosis],9,,
117.8,Infection by dematiacious fungi [Phaehyphomycosis],9,,
117.9,Other and unspecified mycoses,9,,
011.80,"Other specified pulmonary tuberculosis, unspecified",9,,
011.81,"Other specified pulmonary tuberculosis, bacteriological or histological examination not done",9,,
011.82,"Other specified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)",9,,
011.83,"Other specified pulmonary tuberculosis, tubercle bacilli found (in sputum) by microscopy",9,,
011.84,"Other specified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9,,
011.85,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
011.86,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
011.90,"Pulmonary tuberculosis, unspecified, unspecified",9,,
011.91,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination not done",9,,
011.92,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)",9,,
011.93,"Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy",9,,
011.94,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9,,
011.95,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
011.96,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
120.0,Schistosomiasis due to schistosoma haematobium,9,,
012.00,"Tuberculous pleurisy, unspecified",9,,
120.1,Schistosomiasis due to schistosoma mansoni,9,,
012.01,"Tuberculous pleurisy, bacteriological or histological examination not done",9,,
120.2,Schistosomiasis due to schistosoma japonicum,9,,
012.02,"Tuberculous pleurisy, bacteriological or histological examination unknown (at present)",9,,
120.3,Cutaneous schistosomiasis,9,,
012.03,"Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy",9,,
012.04,"Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9,,
012.05,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
012.06,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
120.8,Other specified schistosomiasis,9,,
120.9,"Schistosomiasis, unspecified",9,,
121.0,Opisthorchiasis,9,,
012.10,"Tuberculosis of intrathoracic lymph nodes, unspecified",9,,
121.1,Clonorchiasis,9,,
012.11,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done",9,,
121.2,Paragonimiasis,9,,
012.12,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)",9,,
121.3,Fascioliasis,9,,
012.13,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy",9,,
121.4,Fasciolopsiasis,9,,
012.14,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9,,
121.5,Metagonimiasis,9,,
012.15,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
121.6,Heterophyiasis,9,,
012.16,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
121.8,Other specified trematode infections,9,,
121.9,"Trematode infection, unspecified",9,,
122.0,Echinococcus granulosus infection of liver,9,,
012.20,"Isolated tracheal or bronchial tuberculosis, unspecified",9,,
122.1,Echinococcus granulosus infection of lung,9,,
012.21,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done",9,,
122.2,Echinococcus granulosus infection of thyroid,9,,
012.22,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)",9,,
122.3,"Echinococcus granulosus infection, other",9,,
012.23,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy",9,,
122.4,"Echinococcus granulosus infection, unspecified",9,,
012.24,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9,,
122.5,Echinococcus multilocularis infection of liver,9,,
012.25,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
122.6,"Echinococcus multilocularis infection, other",9,,
012.26,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
122.7,"Echinococcus multilocularis infection, unspecified",9,,
122.8,"Echinococcosis, unspecified, of liver",9,,
122.9,"Echinococcosis, other and unspecified",9,,
123.0,"Taenia solium infection, intestinal form",9,,
012.30,"Tuberculous laryngitis, unspecified",9,,
123.1,Cysticercosis,9,,
012.31,"Tuberculous laryngitis, bacteriological or histological examination not done",9,,
123.2,Taenia saginata infection,9,,
012.32,"Tuberculous laryngitis, bacteriological or histological examination unknown (at present)",9,,
123.3,"Taeniasis, unspecified",9,,
012.33,"Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy",9,,
123.4,"Diphyllobothriasis, intestinal",9,,
012.34,"Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9,,
123.5,Sparganosis [larval diphyllobothriasis],9,,
012.35,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
123.6,Hymenolepiasis,9,,
012.36,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
123.8,Other specified cestode infection,9,,
123.9,"Cestode infection, unspecified",9,,
125.0,Bancroftian filariasis,9,,
125.1,Malayan filariasis,9,,
125.2,Loiasis,9,,
125.3,Onchocerciasis,9,,
125.4,Dipetalonemiasis,9,,
125.5,Mansonella ozzardi infection,9,,
125.6,Other specified filariasis,9,,
125.7,Dracontiasis,9,,
125.9,Unspecified filariasis,9,,
126.0,Ancylostomiasis due to ancylostoma duodenale,9,,
126.1,Necatoriasis due to necator americanus,9,,
126.2,Ancylostomiasis due to ancylostoma braziliense,9,,
126.3,Ancylostomiasis due to ancylostoma ceylanicum,9,,
126.8,Other specified ancylostoma,9,,
126.9,"Ancylostomiasis and necatoriasis, unspecified",9,,
127.0,Ascariasis,9,,
127.1,Anisakiasis,9,,
127.2,Strongyloidiasis,9,,
127.3,Trichuriasis,9,,
127.4,Enterobiasis,9,,
127.5,Capillariasis,9,,
127.6,Trichostrongyliasis,9,,
127.7,Other specified intestinal helminthiasis,9,,
127.8,Mixed intestinal helminthiasis,9,,
127.9,"Intestinal helminthiasis, unspecified",9,,
128.0,Toxocariasis,9,,
012.80,"Other specified respiratory tuberculosis, unspecified",9,,
128.1,Gnathostomiasis,9,,
012.81,"Other specified respiratory tuberculosis, bacteriological or histological examination not done",9,,
012.82,"Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)",9,,
012.83,"Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy",9,,
012.84,"Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9,,
012.85,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
012.86,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
128.8,Other specified helminthiasis,9,,
128.9,"Helminth infection, unspecified",9,,
130.0,Meningoencephalitis due to toxoplasmosis,9,,
013.00,"Tuberculous meningitis, unspecified",9,,
130.1,Conjunctivitis due to toxoplasmosis,9,,
013.01,"Tuberculous meningitis, bacteriological or histological examination not done",9,,
130.2,Chorioretinitis due to toxoplasmosis,9,,
013.02,"Tuberculous meningitis, bacteriological or histological examination unknown (at present)",9,,
130.3,Myocarditis due to toxoplasmosis,9,,
013.03,"Tuberculous meningitis, tubercle bacilli found (in sputum) by microscopy",9,,
130.4,Pneumonitis due to toxoplasmosis,9,,
013.04,"Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9,,
130.5,Hepatitis due to toxoplasmosis,9,,
013.05,"Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
013.06,"Tuberculous meningitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
130.7,Toxoplasmosis of other specified sites,9,,
130.8,Multisystemic disseminated toxoplasmosis,9,,
130.9,"Toxoplasmosis, unspecified",9,,
013.10,"Tuberculoma of meninges, unspecified",9,,
013.11,"Tuberculoma of meninges, bacteriological or histological examination not done",9,,
013.12,"Tuberculoma of meninges, bacteriological or histological examination unknown (at present)",9,,
013.13,"Tuberculoma of meninges, tubercle bacilli found (in sputum) by microscopy",9,,
013.14,"Tuberculoma of meninges, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9,,
013.15,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
013.16,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
131.8,Trichomoniasis of other specified sites,9,,
131.9,"Trichomoniasis, unspecified",9,,
132.0,Pediculus capitis [head louse],9,,
013.20,"Tuberculoma of brain, unspecified",9,,
132.1,Pediculus corporis [body louse],9,,
013.21,"Tuberculoma of brain, bacteriological or histological examination not done",9,,
132.2,Phthirus pubis [pubic louse],9,,
013.22,"Tuberculoma of brain, bacteriological or histological examination unknown (at present)",9,,
132.3,Mixed pediculosis infestation,9,,
013.23,"Tuberculoma of brain, tubercle bacilli found (in sputum) by microscopy",9,,
013.24,"Tuberculoma of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9,,
013.25,"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
013.26,"Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
132.9,"Pediculosis, unspecified",9,,
133.0,Scabies,9,,
013.30,"Tuberculous abscess of brain, unspecified",9,,
013.31,"Tuberculous abscess of brain, bacteriological or histological examination not done",9,,
013.32,"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)",9,,
013.33,"Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy",9,,
013.34,"Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",9,,
013.35,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",9,,
013.36,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",9,,
