CPT_CODE,CPT_LONG_DESCRIPTION,,,
14061,"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, EYELIDS, NOSE, EARS AND/OR LIPS; DEFECT 10.1 SQ CM TO 30.0 SQ CM",,,
14300,"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, MORE THAN 30 SQ CM, UNUSUAL OR COMPLICATED, ANY AREA",,,
14350,"FILLETED FINGER OR TOE FLAP, INCLUDING PREPARATION OF RECIPIENT SITE",,,
15000,"SURGICAL PREPARATION OR CREATION OF RECIPIENT SITE BY EXCISION OF OPEN WOUNDS, BURN ESCHAR, OR SCAR (INCLUDING SUBCUTANEOUS TISSUES); FIRST 100",,,
15001,"SURGICAL PREPARATION OR CREATION OF RECIPIENT SITE BY EXCISION OF OPEN WOUNDS, BURN ESCHAR, OR SCAR (INCLUDING SUBCUTANEOUS TISSUES); EACH ADDI",,,
15050,"PINCH GRAFT, SINGLE OR MULTIPLE, TO COVER SMALL ULCER, TIP OF DIGIT, OR OTHER MINIMAL OPEN AREA (EXCEPT ON FACE), UP TO DEFECT SIZE 2 CM DIAMET",,,
15100,"SPLIT GRAFT, TRUNK, ARMS, LEGS; FIRST 100 SQ CM OR LESS, OR ONE PERCENT OF BODY AREA OF INFANTS AND CHILDREN (EXCEPT 15050)",,,
15101,"SPLIT GRAFT, TRUNK, ARMS, LEGS; EACH ADDITIONAL 100 SQ CM, OR EACH ADDITIONAL ONE PERCENT OF BODY AREA OF INFANTS AND CHILDREN, OR PART THEREOF",,,
15120,"SPLIT GRAFT, FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET AND/OR MULTIPLE DIGITS; FIRST 100 SQ CM OR LESS, OR ONE PE",,,
15121,"SPLIT GRAFT, FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET AND/OR MULTIPLE DIGITS; EA ADD 100 SQ CM,OR EA ADD ONE PER",,,
15200,"FULL THICKNESS GRAFT, FREE, INCLUDING DIRECT CLOSURE OF DONOR SITE, TRUNK; 20 SQ CM OR LESS",,,
15201,"FULL THICKNESS GRAFT, FREE, INCLUDING DIRECT CLOSURE OF DONOR SITE, TRUNK; EACH ADDITIONAL 20 SQ CM (LIST SEPARATELY IN ADDITION TO CODE FOR PR",,,
15220,"FULL THICKNESS GRAFT, FREE, INCLUDING DIRECT CLOSURE OF DONOR SITE, SCALP, ARMS, AND/OR LEGS; 20 SQ CM OR LESS",,,
15221,"FULL THICKNESS GRAFT, FREE, INCLUDING DIRECT CLOSURE OF DONOR SITE, SCALP, ARMS, AND/OR LEGS; EACH ADDITIONAL 20 SQ CM (LIST SEPARATELY IN ADDI",,,
15240,"FULL THICKNESS GRAFT, FREE, INCLUDING DIRECT CLOSURE OF DONOR SITE, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS, AND/OR FEET",,,
15241,"FULL THICKNESS GRAFT, FREE, INCLUDING DIRECT CLOSURE OF DONOR SITE, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS, AND/OR FEET",,,
15260,"FULL THICKNESS GRAFT, FREE, INCLUDING DIRECT CLOSURE OF DONOR SITE, NOSE, EARS, EYELIDS, AND/OR LIPS; 20 SQ CM OR LESS",,,
15261,"FULL THICKNESS GRAFT, FREE, INCLUDING DIRECT CLOSURE OF DONOR SITE, NOSE, EARS, EYELIDS, AND/OR LIPS; EACH ADDITIONAL 20 SQ CM (LIST SEPARATELY",,,
15342,APPLICATION OF BILAMINATE SKIN SUBSTITUTE/NEODERMIS; 25 SQ CM,,,
15343,APPLICATION OF BILAMINATE SKIN SUBSTITUTE/NEODERMIS; EACH ADDITIONAL 25 SQ CM (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),,,
15350,"APPLICATION OF ALLOGRAFT, SKIN; 100 SQ CM OR LESS",,,
15351,"APPLICATION OF ALLOGRAFT, SKIN; EACH ADDITIONAL 100 SQ CM (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",,,
15400,"APPLICATION OF XENOGRAFT, SKIN; 100 SQ CM OR LESS",,,
15401,"APPLICATION OF XENOGRAFT, SKIN; EACH ADDITIONAL 100 SQ CM (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",,,
15570,"FORMATION OF DIRECT OR TUBED PEDICLE, WITH OR WITHOUT TRANSFER; TRUNK",,,
15572,"FORMATION OF DIRECT OR TUBED PEDICLE, WITH OR WITHOUT TRANSFER; SCALP, ARMS, OR LEGS",,,
15574,"FORMATION OF DIRECT OR TUBED PEDICLE, WITH OR WITHOUT TRANSFER; FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS OR FEET",,,
15576,"FORMATION OF DIRECT OR TUBED PEDICLE, WITH OR WITHOUT TRANSFER; EYELIDS, NOSE, EARS, LIPS, OR INTRAORAL",,,
15600,DELAY OF FLAP OR SECTIONING OF FLAP (DIVISION AND INSET); AT TRUNK,,,
15610,"DELAY OF FLAP OR SECTIONING OF FLAP (DIVISION AND INSET); AT SCALP, ARMS, OR LEGS",,,
15620,"DELAY OF FLAP OR SECTIONING OF FLAP (DIVISION AND INSET); AT FOREHEAD, CHEEKS, CHIN, NECK, AXILLAE, GENITALIA, HANDS (EXCEPT 15625), OR FEET",,,
15630,"DELAY OF FLAP OR SECTIONING OF FLAP (DIVISION AND INSET); AT EYELIDS, NOSE, EARS, OR LIPS",,,
15650,"TRANSFER, INTERMEDIATE, OF ANY PEDICLE FLAP (EG, ABDOMEN TO WRIST, ""WALKING"" TUBE), ANY LOCATION",,,
15732,"MUSCLE, MYOCUTANEOUS, OR FASCIOCUTANEOUS FLAP; HEAD AND NECK (EG, TEMPORALIS, MASSETER MUSCLE, STERNOCLEIDOMASTOID, LEVATOR SCAPULAE)",,,
15734,"MUSCLE, MYOCUTANEOUS, OR FASCIOCUTANEOUS FLAP; TRUNK",,,
15736,"MUSCLE, MYOCUTANEOUS, OR FASCIOCUTANEOUS FLAP; UPPER EXTREMITY",,,
15738,"MUSCLE, MYOCUTANEOUS, OR FASCIOCUTANEOUS FLAP; LOWER EXTREMITY",,,
15740,FLAP; ISLAND PEDICLE,,,
15750,FLAP; NEUROVASCULAR PEDICLE,,,
15756,FREE MUSCLE OR MYOCUTANEOUS FLAP WITH MICROVASCULAR ANASTOMOSIS,,,
15757,FREE SKIN FLAP WITH MICROVASCULAR ANASTOMOSIS,,,
15758,FREE FASCIAL FLAP WITH MICROVASCULAR ANASTOMOSIS,,,
15760,"GRAFT; COMPOSITE (EG, FULL THICKNESS OF EXTERNAL EAR OR NASAL ALA), INCLUDING PRIMARY CLOSURE, DONOR AREA",,,
15770,GRAFT; DERMA-FAT-FASCIA,,,
15775,PUNCH GRAFT FOR HAIR TRANSPLANT; 1 TO 15 PUNCH GRAFTS,,,
15776,PUNCH GRAFT FOR HAIR TRANSPLANT; MORE THAN 15 PUNCH GRAFTS,,,
15780,"DERMABRASION; TOTAL FACE (EG, FOR ACNE SCARRING, FINE WRINKLING, RHYTIDS, GENERAL KERATOSIS)",,,
15781,"DERMABRASION; SEGMENTAL, FACE",,,
15782,"DERMABRASION; REGIONAL, OTHER THAN FACE",,,
15783,"DERMABRASION; SUPERFICIAL, ANY SITE, (EG, TATTOO REMOVAL)",,,
15786,"ABRASION; SINGLE LESION (EG, KERATOSIS, SCAR)",,,
15787,ABRASION; EACH ADDITIONAL FOUR LESIONS OR LESS (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),,,
15788,"CHEMICAL PEEL, FACIAL; EPIDERMAL",,,
15789,"CHEMICAL PEEL, FACIAL; DERMAL",,,
15792,"CHEMICAL PEEL, NONFACIAL; EPIDERMAL",,,
15793,"CHEMICAL PEEL, NONFACIAL; DERMAL",,,
15810,SALABRASION; 20 SQ CM OR LESS,,,
15811,SALABRASION; OVER 20 SQ CM,,,
15819,CERVICOPLASTY,,,
15820,"BLEPHAROPLASTY, LOWER EYELID;",,,
15821,"BLEPHAROPLASTY, LOWER EYELID; WITH EXTENSIVE HERNIATED FAT PAD",,,
15822,"BLEPHAROPLASTY, UPPER EYELID;",,,
15823,"BLEPHAROPLASTY, UPPER EYELID; WITH EXCESSIVE SKIN WEIGHTING DOWN LID",,,
15824,RHYTIDECTOMY; FOREHEAD,,,
15825,"RHYTIDECTOMY; NECK WITH PLATYSMAL TIGHTENING (PLATYSMAL FLAP, ""P-FLAP"")",,,
15826,RHYTIDECTOMY; GLABELLAR FROWN LINES,,,
15828,"RHYTIDECTOMY; CHEEK, CHIN, AND NECK",,,
15829,RHYTIDECTOMY; SUPERFICIAL MUSCULOAPONEUROTIC SYSTEM (SMAS) FLAP,,,
15831,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOUS TISSUE (INCLUDING LIPECTOMY); ABDOMEN (ABDOMINOPLASTY)",,,
15832,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOUS TISSUE (INCLUDING LIPECTOMY); THIGH",,,
15833,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOUS TISSUE (INCLUDING LIPECTOMY); LEG",,,
15834,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOUS TISSUE (INCLUDING LIPECTOMY); HIP",,,
15835,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOUS TISSUE (INCLUDING LIPECTOMY); BUTTOCK",,,
15836,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOUS TISSUE (INCLUDING LIPECTOMY); ARM",,,
15837,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOUS TISSUE (INCLUDING LIPECTOMY); FOREARM OR HAND",,,
15838,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOUS TISSUE (INCLUDING LIPECTOMY); SUBMENTAL FAT PAD",,,
15839,"EXCISION, EXCESSIVE SKIN AND SUBCUTANEOUS TISSUE (INCLUDING LIPECTOMY); OTHER AREA",,,
15840,GRAFT FOR FACIAL NERVE PARALYSIS; FREE FASCIA GRAFT (INCLUDING OBTAINING FASCIA),,,
15841,GRAFT FOR FACIAL NERVE PARALYSIS; FREE MUSCLE GRAFT (INCLUDING OBTAINING GRAFT),,,
15842,GRAFT FOR FACIAL NERVE PARALYSIS; FREE MUSCLE FLAP BY MICROSURGICAL TECHNIQUE,,,
15845,GRAFT FOR FACIAL NERVE PARALYSIS; REGIONAL MUSCLE TRANSFER,,,
15850,"REMOVAL OF SUTURES UNDER ANESTHESIA (OTHER THAN LOCAL), SAME SURGEON",,,
15851,"REMOVAL OF SUTURES UNDER ANESTHESIA (OTHER THAN LOCAL), OTHER SURGEON",,,
15852,DRESSING CHANGE (FOR OTHER THAN BURNS) UNDER ANESTHESIA (OTHER THAN LOCAL),,,
15860,INTRAVENOUS INJECTION OF AGENT TO TEST VASCULAR FLOW IN FLAP OR GRAFT,,,
15876,SUCTION ASSISTED LIPECTOMY; HEAD AND NECK,,,
15877,SUCTION ASSISTED LIPECTOMY; TRUNK,,,
15878,SUCTION ASSISTED LIPECTOMY; UPPER EXTREMITY,,,
15879,SUCTION ASSISTED LIPECTOMY; LOWER EXTREMITY,,,
15920,"EXCISION, COCCYGEAL PRESSURE ULCER, WITH COCCYGECTOMY; WITH PRIMARY SUTURE",,,
15922,"EXCISION, COCCYGEAL PRESSURE ULCER, WITH COCCYGECTOMY; WITH FLAP CLOSURE",,,
15931,"EXCISION, SACRAL PRESSURE ULCER, WITH PRIMARY SUTURE;",,,
15933,"EXCISION, SACRAL PRESSURE ULCER, WITH PRIMARY SUTURE; WITH OSTECTOMY",,,
15934,"EXCISION, SACRAL PRESSURE ULCER, WITH SKIN FLAP CLOSURE;",,,
15935,"EXCISION, SACRAL PRESSURE ULCER, WITH SKIN FLAP CLOSURE; WITH OSTECTOMY",,,
15936,"EXCISION, SACRAL PRESSURE ULCER, IN PREPARATION FOR MUSCLE OR MYOCUTANEOUS FLAP OR SKIN GRAFT CLOSURE",,,
15937,"EXCISION, SACRAL PRESSURE ULCER, WITH MUSCLE OR MYOCUTANEOUS FLAP CLOSURE; WITH OSTECTOMY",,,
15940,"EXCISION, ISCHIAL PRESSURE ULCER, WITH PRIMARY SUTURE;",,,
15941,"EXCISION, ISCHIAL PRESSURE ULCER, WITH PRIMARY SUTURE; WITH OSTECTOMY (ISCHIECTOMY)",,,
15944,"EXCISION, ISCHIAL PRESSURE ULCER, WITH SKIN FLAP CLOSURE;",,,
15945,"EXCISION, ISCHIAL PRESSURE ULCER, WITH SKIN FLAP CLOSURE; WITH OSTECTOMY",,,
15946,"EXCISION, ISCHIAL PRESSURE ULCER, WITH OSTECTOMY, IN PREPARATION FOR MUSCLE OR MYOCUTANEOUS FLAP OR SKIN GRAFT CLOSURE",,,
15950,"EXCISION, TROCHANTERIC PRESSURE ULCER, WITH PRIMARY SUTURE;",,,
15951,"EXCISION, TROCHANTERIC PRESSURE ULCER, WITH PRIMARY SUTURE; WITH OSTECTOMY",,,
15952,"EXCISION, TROCHANTERIC PRESSURE ULCER, WITH SKIN FLAP CLOSURE;",,,
15953,"EXCISION, TROCHANTERIC PRESSURE ULCER, WITH SKIN FLAP CLOSURE; WITH OSTECTOMY",,,
15956,"EXCISION, TROCHANTERIC PRESSURE ULCER, IN PREPARATION FOR MUSCLE OR MYOCUTANEOUS FLAP OR SKIN GRAFT CLOSURE",,,
15958,"EXCISION, TROCHANTERIC PRESSURE ULCER, IN PREPARATION FOR MUSCLE OR MYOCUTANEOUS FLAP OR SKIN GRAFT CLOSURE; WITH OSTECTOMY",,,
15999,"UNLISTED PROCEDURE, EXCISION PRESSURE ULCER",,,
16000,"INITIAL TREATMENT, FIRST DEGREE BURN, WHEN NO MORE THAN LOCAL TREATMENT IS REQUIRED",,,
16010,"DRESSINGS AND/OR DEBRIDEMENT, INITIAL OR SUBSEQUENT; UNDER ANESTHESIA, SMALL",,,
16015,"DRESSINGS AND/OR DEBRIDEMENT, INITIAL OR SUBSEQUENT; UNDER ANESTHESIA, MEDIUM OR LARGE, OR WITH MAJOR DEBRIDEMENT",,,
16020,"DRESSINGS AND/OR DEBRIDEMENT, INITIAL OR SUBSEQUENT; WITHOUT ANESTHESIA, OFFICE OR HOSPITAL, SMALL",,,
16025,"DRESSINGS AND/OR DEBRIDEMENT, INITIAL OR SUBSEQUENT; WITHOUT ANESTHESIA, MEDIUM (EG, WHOLE FACE OR WHOLE EXTREMITY)",,,
16030,"DRESSINGS AND/OR DEBRIDEMENT, INITIAL OR SUBSEQUENT; WITHOUT ANESTHESIA, LARGE (EG, MORE THAN ONE EXTREMITY)",,,
16035,ESCHAROTOMY; INITIAL INCISION,,,
16036,ESCHAROTOMY; EACH ADDITIONAL INCISION (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),,,
17000,"DESTRUCTION, ALL BENIGN OR PREMALIGNANT LESIONS OTHER THAN SKIN TAGS OR CUTANEOUS VASCULAR PROLIFERATIVE LESIONS; FIRST LESION",,,
17003,"DESTRUCTION, ALL BENIGN OR PREMALIGNANT LESIONS OTHER THAN SKIN TAGS OR CUTANEOUS VASCULAR PROLIFERATIVE LESIONS; SECOND THROUGH 14 LESIONS, EA",,,
17004,"DESTRUCTION, ALL BENIGN OR PREMALIGNANT LESIONS OTHER THAN SKIN TAGS OR CUTANEOUS VASCULAR PROLIFERATIVE LESIONS; 15 OR MORE LESIONS",,,
17106,"DESTRUCTION OF CUTANEOUS VASCULAR PROLIFERATIVE LESIONS (EG, LASER TECHNIQUE); LESS THAN 10 SQ CM",,,
17107,"DESTRUCTION OF CUTANEOUS VASCULAR PROLIFERATIVE LESIONS (EG, LASER TECHNIQUE); 10.0 - 50.0 SQ CM",,,
17108,"DESTRUCTION OF CUTANEOUS VASCULAR PROLIFERATIVE LESIONS (EG, LASER TECHNIQUE); OVER 50.0 SQ CM",,,
17110,"DESTRUCTION, OF FLAT WARTS, MOLLUSCUM CONTAGIOSUM, OR MILIA; UP TO 14 LESIONS",,,
17111,"DESTRUCTION, OF FLAT WARTS, MOLLUSCUM CONTAGIOSUM, OR MILIA; UP TO 15 LESIONS",,,
17250,"CHEMICAL CAUTERIZATION OF GRANULATION TISSUE (PROUD FLESH, SINUS OR FISTULA)",,,
17260,"DESTRUCTION, MALIGNANT LESION, TRUNK, ARMS OR LEGS; LESION DIAMETER 0.5 CM OR LESS",,,
17261,"DESTRUCTION, MALIGNANT LESION, TRUNK, ARMS OR LEGS; LESION DIAMETER 0.6 TO 1.0 CM",,,
17262,"DESTRUCTION, MALIGNANT LESION, TRUNK, ARMS OR LEGS; LESION DIAMETER 1.1 TO 2.0 CM",,,
17263,"DESTRUCTION, MALIGNANT LESION, TRUNK, ARMS OR LEGS; LESION DIAMETER 2.1 TO 3.0 CM",,,
17264,"DESTRUCTION, MALIGNANT LESION, TRUNK, ARMS OR LEGS; LESION DIAMETER 3.1 TO 4.0 CM",,,
17266,"DESTRUCTION, MALIGNANT LESION, TRUNK, ARMS OR LEGS; LESION DIAMETER OVER 4.0 CM",,,
17270,"DESTRUCTION, MALIGNANT LESION, SCALP, NECK, HANDS, FEET, GENITALIA; LESION DIAMETER 0.5 CM OR LESS",,,
17271,"DESTRUCTION, MALIGNANT LESION, SCALP, NECK, HANDS, FEET, GENITALIA; LESION DIAMETER 0.6 TO 1.0 CM",,,
17272,"DESTRUCTION, MALIGNANT LESION, SCALP, NECK, HANDS, FEET, GENITALIA; LESION DIAMETER 1.1 TO 2.0 CM",,,
17273,"DESTRUCTION, MALIGNANT LESION, SCALP, NECK, HANDS, FEET, GENITALIA; LESION DIAMETER 2.1 TO 3.0 CM",,,
17274,"DESTRUCTION, MALIGNANT LESION, SCALP, NECK, HANDS, FEET, GENITALIA; LESION DIAMETER 3.1 TO 4.0 CM",,,
17276,"DESTRUCTION, MALIGNANT LESION, SCALP, NECK, HANDS, FEET, GENITALIA; LESION DIAMETER OVER 4.0 CM",,,
17280,"DESTRUCTION, MALIGNANT LESION, FACE, EARS, EYELIDS, NOSE, LIPS, MUCOUS MEMBRANE; LESION DIAMETER 0.5 CM OR LESS",,,
17281,"DESTRUCTION, MALIGNANT LESION, FACE, EARS, EYELIDS, NOSE, LIPS, MUCOUS MEMBRANE; LESION DIAMETER 0.6 TO 1.0 CM",,,
17282,"DESTRUCTION, MALIGNANT LESION, FACE, EARS, EYELIDS, NOSE, LIPS, MUCOUS MEMBRANE; LESION DIAMETER 1.1 TO 2.0 CM",,,
17283,"DESTRUCTION, MALIGNANT LESION, FACE, EARS, EYELIDS, NOSE, LIPS, MUCOUS MEMBRANE; LESION DIAMETER 2.1 TO 3.0 CM",,,
17284,"DESTRUCTION, MALIGNANT LESION, FACE, EARS, EYELIDS, NOSE, LIPS, MUCOUS MEMBRANE; LESION DIAMETER 3.1 TO 4.0 CM",,,
17286,"DESTRUCTION, MALIGNANT LESION, FACE, EARS, EYELIDS, NOSE, LIPS, MUCOUS MEMBRANE; LESION DIAMETER OVER 4.0 CM",,,
17304,"CHEMOSURGERY,INCLUD REMVAL GROSS TUMOR,SURG EXCIS TISSUE SPEC, MAPPING,MICROSCOPIC EXAM SPEC SURG, & COMP HISTOPATHOLOGIC PREP INCLUD 1ST ROUTI",,,
17305,"CHEMO, INCLUD REMOVAL GROSS TUMOR,SURG EXCIS TISSUE SPECIMENS, MICROSCOPIC EXAM SPECIMENS SURG, & COMPLETE HISTOPATH PREP INCLUD 1ST ROUTINE ST",,,
17306,"CHEMO,INCLUD REMOVAL GROS TUMOR,SURG EXCIS TISSUE SPECI,MAPPING, MICROSCOPIC EXAM OF SPECIMENS SURG,& COMP HISTOPATH PREP INCLUD THE 1ST ROUTIN",,,
17307,"CHEMO, INCLUD REMOV GROSS TUMOR, SURG EXCIS TISSUE SPECI,MAPPING, MICROSCO EXAMIN SPECIMENS SURG, & COMP HISTOPATHOLOGIC PREP INCLUDING 1STROUT",,,
17310,"CHEMO,INCLUD REMOV ALL GROSS TUMOR,SURG EXCIS TISSUE SPECI,MAPG MICROSCOP EXAM SPECI SURG,& HISTOPATH PREP INCLUD 1ST ROUTINE STAIN;EACH ADDL S",,,
17340,"CRYOTHERAPY (CO2 SLUSH, LIQUID N2) FOR ACNE",,,
17360,"CHEMICAL EXFOLIATION FOR ACNE (EG, ACNE PASTE, ACID)",,,
17380,"ELECTROLYSIS EPILATION, EACH 1/2 HOUR",,,
17999,"UNLISTED PROCEDURE, SKIN, MUCOUS MEMBRANE AND SUBCUTANEOUS TISSUE",,,
19000,PUNCTURE ASPIRATION OF CYST OF BREAST;,,,
19001,PUNCTURE ASPIRATION OF CYST OF BREAST; EACH ADDITIONAL CYST (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),,,
19020,"MASTOTOMY WITH EXPLORATION OR DRAINAGE OF ABSCESS, DEEP",,,
19030,INJECTION PROCEDURE ONLY FOR MAMMARY DUCTOGRAM OR GALACTOGRAM,,,
19100,"BIOPSY OF BREAST; PERCUTANEOUS, NEEDLE CORE, NOT USING IMAGING GUIDANCE (SEPARATE PROCEDURE)",,,
19101,"BIOPSY OF BREAST; OPEN, INCISIONAL",,,
19102,"BIOPSY OF BREAST; PERCUTANEOUS, NEEDLE CORE, USING IMAGING GUIDANCE",,,
19103,"BIOPSY OF BREAST; PERCUTANEOUS, AUTOMATED VACUUM ASSISTED OR ROTATING BIOPSY DEVICE, USING IMAGING GUIDANCE",,,
19110,"NIPPLE EXPLORATION, WITH OR WITHOUT EXCISION OF A SOLITARY LACTIFEROUS DUCT OR A PAPILLOMA LACTIFEROUS DUCT",,,
19112,EXCISION OF LACTIFEROUS DUCT FISTULA,,,
19120,"EXCISION OF CYST, FIBROADENOMA, OR OTHER BENIGN OR MALIGNANT TUMOR ABERRANT BREAST TISSUE, DUCT LESION, NIPPLE OR AREOLAR LESION (EXCEPT 19140)",,,
19125,"EXCISION OF BREAST LESION IDENTIFIED BY PREOPERATIVE PLACEMENT OF RADIOLOGICAL MARKER, OPEN; SINGLE LESION",,,
19126,"EXCISION OF BREAST LESION IDENTIFIED BY PREOP PLACEMENT OF RADIOLOGICAL MARKER, OPEN; EA ADDTL LESION SEP IDENTIFIED BY A PREOP RADIOLOGICAL MA",,,
19140,MASTECTOMY FOR GYNECOMASTIA,,,
19160,"MASTECTOMY, PARTIAL;",,,
19162,"MASTECTOMY, PARTIAL; WITH AXILLARY LYMPHADENECTOMY",,,
19180,"MASTECTOMY, SIMPLE, COMPLETE",,,
19182,"MASTECTOMY, SUBCUTANEOUS",,,
19200,"MASTECTOMY, RADICAL, INCLUDING PECTORAL MUSCLES, AXILLARY LYMPH NODES",,,
19220,"MASTECTOMY, RADICAL, INCLUDING PECTORAL MUSCLES, AXILLARY AND INTERNAL MAMMARY LYMPH NODES (URBAN TYPE OPERATION)",,,
19240,"MASTECTOMY, MODIFIED RADICAL, INCLUDING AXILLARY LYMPH NODES, WITH OR WITHOUT PECTORALIS MINOR MUSCLE, BUT EXCLUDING PECTORALIS MAJOR MUSCLE",,,
19260,EXCISION OF CHEST WALL TUMOR INCLUDING RIBS,,,
19271,"EXCISION OF CHEST WALL TUMOR INVOLVING RIBS, WITH PLASTIC RECONSTRUCTION; WITHOUT MEDIASTINAL LYMPHADENECTOMY",,,
19272,"EXCISION OF CHEST WALL TUMOR INVOLVING RIBS, WITH PLASTIC RECONSTRUCTION; WITH MEDIASTINAL LYMPHADENECTOMY",,,
19290,"PREOPERATIVE PLACEMENT OF NEEDLE LOCALIZATION WIRE, BREAST;",,,
19291,"PREOPERATIVE PLACEMENT OF NEEDLE LOCALIZATION WIRE, BREAST; EACH ADDITIONAL LESION (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",,,
19295,"IMAGE GUIDED PLACEMENT, METALLIC LOCALIZATION CLIP, PERCUTANEOUS, DURING BREAST BIOPSY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDU",,,
19316,MASTOPEXY,,,
19318,REDUCTION MAMMAPLASTY,,,
19324,"MAMMAPLASTY, AUGMENTATION; WITHOUT PROSTHETIC IMPLANT",,,
19325,"MAMMAPLASTY, AUGMENTATION; WITH PROSTHETIC IMPLANT",,,
19328,REMOVAL OF INTACT MAMMARY IMPLANT,,,
19330,REMOVAL OF MAMMARY IMPLANT MATERIAL,,,
19340,"IMMEDIATE INSERTION OF BREAST PROSTHESIS FOLLOWING MASTOPEXY, MASTECTOMY OR IN RECONSTRUCTION",,,
19342,"DELAYED INSERTION OF BREAST PROSTHESIS FOLLOWING MASTOPEXY, MASTECTOMY OR IN RECONSTRUCTION",,,
19350,NIPPLE/AREOLA RECONSTRUCTION,,,
19355,CORRECTION OF INVERTED NIPPLES,,,
19357,"BREAST RECONSTRUCTION, IMMEDIATE OR DELAYED, WITH TISSUE EXPANDER, INCLUDING SUBSEQUENT EXPANSION",,,
19361,"BREAST RECONSTRUCTION WITH LATISSIMUS DORSI FLAP, WITH OR WITHOUT PROSTHETIC IMPLANT",,,
19364,BREAST RECONSTRUCTION WITH FREE FLAP,,,
19366,BREAST RECONSTRUCTION WITH OTHER TECHNIQUE,,,
19367,"BREAST RECONSTRUCTION WITH TRANSVERSE RECTUS ABDOMINIS MYOCUTANEOUS FLAP (TRAM), SINGLE PEDICLE, INCLUDING CLOSURE OF DONOR SITE;",,,
19368,"BREAST RECONSTRUCTION WITH TRANSVERSE RECTUS ABDOMINIS MYOCUTANEOUS FLAP (TRAM), SINGLE PEDICLE, INCLUDING CLOSURE OF DONOR SITE; WITH MICROVAS",,,
19369,"BREAST RECONSTRUCTION WITH TRANSVERSE RECTUS ABDOMINIS MYOCUTANEOUS FLAP (TRAM), DOUBLE PEDICLE, INCLUDING CLOSURE OF DONOR SITE",,,
19370,"OPEN PERIPROSTHETIC CAPSULOTOMY, BREAST",,,
19371,"PERIPROSTHETIC CAPSULECTOMY, BREAST",,,
19380,REVISION OF RECONSTRUCTED BREAST,,,
19396,PREPARATION OF MOULAGE FOR CUSTOM BREAST IMPLANT,,,
19499,"UNLISTED PROCEDURE, BREAST",,,
20000,"INCISION OF SOFT TISSUE ABSCESS (EG, SECONDARY TO OSTEOMYELITIS); SUPERFICIAL",,,
20005,"INCISION OF SOFT TISSUE ABSCESS (EG, SECONDARY TO OSTEOMYELITIS); DEEP OR COMPLICATED",,,
20100,EXPLORATION OF PENETRATING WOUND (SEPARATE PROCEDURE); NECK,,,
20101,EXPLORATION OF PENETRATING WOUND (SEPARATE PROCEDURE); CHEST,,,
20102,EXPLORATION OF PENETRATING WOUND (SEPARATE PROCEDURE); ABDOMEN/FLANK/BACK,,,
20103,EXPLORATION OF PENETRATING WOUND (SEPARATE PROCEDURE); EXTREMITY,,,
20150,"EXCISION OF EPIPHYSEAL BAR, WITH OR WITHOUT AUTOGEOUS SOFT TISSUE GRAFT OBTAINED THROUGH SAME FASCIAL INCISION",,,
20200,"BIOPSY, MUSCLE; SUPERFICIAL",,,
20205,"BIOPSY, MUSCLE; DEEP",,,
20206,"BIOPSY, MUSCLE, PERCUTANEOUS NEEDLE",,,
20220,"BIOPSY, BONE, TROCAR, OR NEEDLE; SUPERFICIAL (EG, ILIUM, STERNUM, SPINOUS PROCESS, RIBS)",,,
20225,"BIOPSY, BONE, TROCAR, OR NEEDLE; DEEP",,,
20240,"BIOPSY, BONE, EXCISIONAL; SUPERFICIAL (EG, ILIUM, STERNUM, SPINOUS PROCESS, RIBS, TROCHANTER OF FEMUR)",,,
20245,"BIOPSY, EXCISIONAL; DEEP (EG, HUMERUS, ISCHIUM, FEMUR)",,,
